mask_id,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,score_annual_inc,score_delinq_2yrs,score_emp_length,score_home_ownership,score_inq_last_6mths,score_int_rate,score_pub_rec,score_purpose,score_term
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24075.0,56482.529375,55187.27517742189,53877.19526489498,63552.11969403555,88762.88157066822,106175.19743835977,131343.20419930943,167792.13004954992,163443.97036403703,179121.29844468902,186151.86091916103,187949.75171740123,177199.73234257565,171715.36406447092,172168.7679427951,202068.64541797657,183074.94700804964,175728.8375758992,171670.6682327658,170160.17041837535,183535.89060326212,191985.03949035035,184997.5886543698,207828.71703185956,206579.93923170902,217781.56489399078,209041.2617709031,189435.87033774483,<50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,C,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#C#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500.0,14167.1552083333,13830.7782400004,13490.8316112482,13147.2774405427,12800.0774443482,12449.1929328607,12094.584805696999,11736.2135475371,11374.039223721398,11008.0214758001,10638.1195170364,10264.2921278612,9886.49765127972,9504.69398822991,9118.83859289083,8728.88846794181,8334.80015977098,7936.529753633149,7534.03286875618,7127.2646533955,6716.1797798360485,6120.732439341319,3368.96616204864,2207.99791170748,,,,,,,,,,8000.0,14817.42,14473.0903135,14124.99882517499,23773.10443734003,64689.14560331796,73785.68201903421,81997.32359475884,92960.30057756585,90606.05857491953,101743.74081439192,109091.02983892242,149357.08918379722,174484.74416057701,169702.51628892045,213016.88748941346,250275.89689880636,279116.9789323442,232255.5596141987,280188.6958695129,272559.3472057353,266853.88493478583,246522.1891018066,250204.38092300927,278348.3335721117,258283.70583640426,243910.37620574172,234590.15597535658,>50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,C,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#0.0PUB#OWN#<50k,,,,,,,9000.0,8793.62,8585.03861333333,15874.23235854222,21540.51500370001,21016.81413684364,20487.29878230545,19951.90427157349,19410.56521562115,18863.21549686516,18309.78826103326,17750.21590894125,17184.43008817804,16612.36168469746,16033.94081431644,15449.09681411776,14857.75823375686,14259.852826671351,23655.307541192244,35818.20101155572,46973.226612063365,56882.35479009,68332.52811449302,81971.30294344579,123484.72935495258,120231.55498557186,162392.6050243556,154525.26643193848,147812.2870110312,153635.36826529328,155182.70537344782,155346.56013937548,178700.4131958599,173219.14099174796,174676.7250571872,177157.6273550784,192361.345900183,188192.62066299413,179634.6825283829,173085.85485725102,149934.34486304552,148069.88923065577,139767.2665402813,140483.2550813136,142029.35033534828,132088.42067245752,120446.67472201074,109215.00321935819,126807.34572617248,116585.36018036422,123114.39201930276,142871.50726783316,162018.95876628422,172490.59136624294,213987.2809275966,260217.85524318897,317771.15171637805,427894.38494019955,478848.1848397197,572625.2358691419,630181.9811043607,686862.8977086995,862774.6122584786,944037.1320283521,991183.2996651257,1120817.8836024848,1140497.5588297166,1214271.5014890358,1267122.957836937,1295303.6414813087,1414365.125822349,1494870.3516248344,1537869.063274439,1644520.9289450208,1731036.7131696194,1794937.4940090296,1920396.1186007233,1940199.583961124,2002855.9913649233,2266907.012545503,2253362.585709247,2304422.914122303,2684986.4884952675,2828798.062862396,2754488.4862900176,3018410.7579052877,3160015.087905578,3150244.1078429734,2963093.891134603,2802311.1114775804,<50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#0.0PUB#OWN#>50k,,,,,,,,,20000.0,50544.4666666666,49375.8256155555,55694.4017768056,54330.8826456067,52952.343829546946,51558.61963542945,50149.54253946525,48724.943167019745,47284.650272133294,45828.490716815904,44356.28945011165,42867.869486931915,41363.05188665351,74241.65573147999,71920.91033789581,79374.53360266006,95780.91639780928,121524.35239962215,189773.74254702794,245143.4293650372,245847.41752330324,288540.18015222193,295194.5864335603,306420.04983014864,311568.9236061604,337005.3763493164,327408.4878759155,311983.4627573977,302786.76117519714,299653.9922552416,273290.3321634211,248282.53017996924,257345.89613851954,247904.78624352522,316560.51031553413,305137.90742347215,351029.176139884,328432.7407430172,317273.56924548803,321463.7008012989,334976.98126934655,322101.2853940098,337652.1173555938,355385.7869941964,361404.5804921645,357338.02078885876,344416.4171402162,408993.3663110142,435481.5388444796,503988.1278522473,508052.7932217581,537907.797181049,784162.187441627,966038.5171425465,1268454.2159464138,1417110.2601557642,1667736.050730594,1746224.4600279718,1924620.2921096964,2236530.363911915,2379615.133906011,2532617.432446945,2713917.311769409,2957694.4615307064,3053001.8884555297,3212351.9478530246,3437235.4035000536,3609554.2784791794,3879756.0193083803,4092900.191980543,4566512.882960488,5182920.540622915,5561837.874907634,5719912.889448373,5789244.545184074,5697422.741797057,6076474.38539198,6425908.293130777,6450888.5778763145,7678610.7610382885,7881581.877862836,7626569.320100179,8356937.754085328,8449636.834097227,8774109.020179616,8300802.026292613,7844398.192942226,>50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#0.0PUB#RENT#<50k,,,10000.0,9774.01666666667,11945.443865644442,16659.74192508624,36257.78244206183,52903.65846069617,58246.537445138514,103575.20505182917,101975.3303554775,99426.15728402304,96847.73427202682,109239.72536635376,106258.47325143231,108068.25432432583,104910.78169288991,119717.26529806714,128343.01811590053,136370.33905232174,144476.2239798266,162672.2929016156,210586.4353131873,256463.4448331547,259112.7738289308,312553.81732391176,336923.49790574575,419400.3317909444,494144.8664910655,509402.73895037116,514570.93781565945,521289.02313612966,556644.6829719295,597572.7461469402,614839.961763481,608974.914417337,616077.1331458673,630153.5869615652,615664.3813659423,633987.7632852191,631623.3499140595,632675.2372432279,619395.8662937965,622242.4409850496,588689.838913524,573869.3978523876,565750.3494959121,554144.5307417448,533940.749287922,507231.883189335,524740.5104939512,505229.64774686657,498935.70676412026,498402.99406453397,575332.4699576547,579342.964560211,627555.5595388988,653997.1129735828,787642.8483835412,805637.3453432762,950506.3553459028,1075466.6570052924,1163504.0253350672,1334621.2052763877,1543931.9542053048,1662618.6761596412,1790241.053099824,1898773.7430491012,2255660.9897283134,2443423.0243549333,2664696.27121863,2897202.8004976623,3012833.839405363,3129894.88052524,3167316.229448724,3276235.5610567983,3577351.4516159617,3786189.3834162396,4051991.975343592,4244624.986516445,4302625.721737387,4375225.471871592,4543702.281719795,4724334.192947509,4800496.008060016,5279161.505066626,5348668.988444354,5293880.06969249,6149276.84686239,6578610.5156217525,6473355.753644227,7024277.901405446,7286754.805223224,7361858.596584677,6959195.965380769,6551950.642607036,<50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#0.0PUB#RENT#>50k,,,,,,14800.0,14460.61666666667,14117.61324444445,23770.95111905185,32690.604597655067,46890.409127918945,45744.76259635638,44586.32073109444,55414.94022513593,53958.206161977025,52485.18122889759,50995.682827656,106489.52630870373,139667.42494808818,136001.46287709696,164311.26982803736,212810.36187905553,225508.40715753788,249753.49635477088,264437.8172762038,341528.3562185387,343632.9162399293,363178.9564609847,389817.20097706834,420573.12489876803,472780.91530107934,520473.4352682634,622426.9197247452,640308.406125266,610811.2717066034,624374.7535137654,628104.1157227645,618070.3495423739,644399.2669670128,637121.7706354556,596593.2736044652,577983.2335414626,575102.6624151221,607735.0927740658,565063.3354245251,573008.9491121401,567318.1619913315,544464.0469903564,520714.86958734336,540177.4644526881,518319.42456883646,500029.7410918542,502172.6052546423,465426.8445866071,559909.1839404502,603248.0540417141,689684.048072428,804708.4237742272,840794.406309446,956546.7335988295,1102250.200709234,1282692.2355958943,1515604.106551027,1905153.4751737528,2173833.391792775,2560098.921105791,2731202.09825649,3051403.5449039135,3440275.2849962004,3705121.9465988013,4011851.3915986707,4245785.956238224,4445594.231870711,4534896.154325331,4588595.692981431,4829361.669126728,4952234.690466947,5227890.617691711,5534694.483482002,5812144.759271777,6057290.942775444,6224615.414847635,6424464.7469306905,6622086.420159983,6641014.430105814,7092757.140836004,7434870.218212799,7408605.020598547,8870846.292902932,9234694.774995469,9028673.095127419,9525077.093516482,9977743.25105443,9972699.400808204,9308090.73811813,8807084.346866831,>50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,0.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2931.2845,2861.83180866342,2791.63401727873,2720.68313228843,2648.97107437881,2576.48967755992,2503.230688235729,2429.1857642642403,2354.34647400756,2278.70429537179,2202.25061483659,2124.97672647433,2046.8738309587304,1967.9330345628894,1888.14534814652,1807.50168613233,1725.9928654714402,1643.6096045977,1560.3425223707502,1476.1821370078299,6391.11886500401,6190.28802004092,5987.32022025875,5782.19272608501,5574.88255596057,5365.366483764469,4292.3921934347,4170.054240880269,4046.42256447758,11671.48348309693,11370.735254264011,11066.6175843348,10759.09263771154,18848.122152992903,18344.83743817154,71435.81218686079,78659.91371450732,76677.46867281896,71961.71554561038,101398.2078017517,115295.39052262384,135114.09830245705,175846.42416140938,204060.65679944537,230130.24800041295,249402.82138127764,287532.663122992,333848.59990991675,365946.6433462967,395811.25027342595,436106.220096415,478017.31821128103,542569.3860781639,578392.9703153048,592068.2967458187,560954.4527144157,623345.551202718,629303.9277559301,602967.8956047227,608555.0696939188,599248.3372968705,572613.3791385299,529689.323976231,504231.17553220625,<50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,1.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#1.0PUB#OWN#>50k,,,,,,,,,,12000.0,11726.68,11450.344369333301,11170.959835541598,10888.4927590605,10602.9091291688,10314.1745598939,10022.2542858714,9727.11315815886,9428.71564000388,9127.025802565251,8822.00732058689,8513.62346802403,8201.83711362123,7886.61071644152,7567.90632134626,7245.68555442511,6919.909618375601,20340.539287831678,19695.93844630745,19044.14018333482,18385.064122574302,17718.62898995839,17044.75260366301,16363.351863967939,15674.342743002358,14977.64027437742,14273.158542701702,19560.810672980242,18703.82881989492,17837.29725996538,16961.10956104867,16075.15810463188,15179.33407260584,14273.527433891612,13357.626930917673,12431.695427065351,11900.99038318527,11364.32667122455,10821.63737970795,10272.85484569861,9717.91064635753,6156.73559040832,5555.33820950595,3622.64641713701,3459.75609388594,3295.06990482104,3128.56805052169,2960.2305132786896,2790.0370546875897,2617.96721321552,2444.00030174122,2268.1154050679197,14690.29137740879,31222.941839844716,48362.48353012901,51081.806536713455,49697.526436747576,91298.01341046274,93841.66085759466,91504.32354475794,119141.26922347254,144903.060409816,213942.4505230163,224203.1267713098,254194.27001486486,281728.3027904902,344126.52239925193,374488.6355265523,513914.56445580494,708334.1996877734,687266.0488512655,813450.6901638992,903240.2608946414,951296.3180171697,907698.8754844205,1077867.4905566825,1147428.1617290839,1125735.189066104,1289240.7780307694,1397007.2558897117,1313102.2882709056,1404834.5902758578,1339799.7256063323,1314446.4956640224,1217965.9230445498,1162917.4402962478,>50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,1.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,5600.0,5473.521,5345.58859819125,5216.1860931702195,5085.29659161336,4952.90300607173,4833.98805274026,4683.706617951309,4545.83826162484,4407.2456255487405,4267.060386843329,6525.26424451364,6328.02568726341,6273.57305249216,10913.32578772089,10594.21117997037,10271.50843371994,9945.17712586979,9615.17637706092,9281.46484651559,8944.00072681958,8602.741738645289,8257.64512541495,12708.66764790351,12245.36557878027,11776.934577088707,11303.317731736199,10824.45749866925,10340.295693817548,9850.77348595887,9355.83138950453,8855.409257203923,12349.446272767902,11746.000943409408,11135.919461300866,10519.128682949513,9913.965547667633,9601.045141158167,9024.525276349155,8649.580768006643,8245.674351437043,7862.498859699094,19475.27447222319,22265.156190606787,24501.664108497942,23662.32712611991,37638.7057174656,36442.36007661834,85307.82667359828,82814.53808802745,80599.40500402702,98109.32188774933,153668.26594654584,211928.19914842103,243384.8854826178,279218.38390639215,290162.74756281934,311257.86431381555,310302.102598424,335620.593038237,367589.0084701886,446483.78248834115,488465.2320057994,493139.236483478,578475.9717820975,615405.5640381604,710448.1898363963,752988.7987421512,792611.4951622015,891262.5599572149,962961.4256111366,973628.7254280674,1017364.2876462048,1066316.7117246934,1092737.1669580585,1050860.7222310097,954886.7229045063,<50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#D#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,12000.0,11726.329,11449.657220290901,11169.9517575733,10887.1793477658,10601.306362049101,10312.2988028668,10020.122299882,9724.742105889969,9426.12309268588,9124.22974688693,8819.02616570906,8510.47605269722,8198.5427134087,7883.1890510493395,7564.37756206167,22642.07033166488,21966.76236267902,21283.955895411178,23593.567655735787,22827.56844459656,22053.047518190557,21269.910056665438,20478.06018494408,19677.40096097943,18867.83436387865,18049.26128189401,17221.58150028203,16384.6936890256,15538.49539042052,14682.883006523301,13817.75178645984,12942.99581359195,12058.50799254178,11164.180036071293,10259.90245181606,18345.973145063712,17619.982420862172,16885.96358511602,16143.827793509912,15393.485217784022,14634.84503482893,25867.81541565968,52323.543514267534,50649.44851401471,48956.17029391769,57243.48862366507,55282.9607399932,162760.28309074044,178624.56161883433,173631.98837371334,221832.50431979357,248012.879759349,279969.14363917784,276163.23439896916,336907.03201885667,369632.4291768141,429932.0351568466,441509.2126121751,502071.3426811234,575503.3176616941,675844.5498887427,757725.4354338383,798440.0991948767,831071.2896317533,902142.5795090781,1046754.030314292,1039848.386829232,1035858.7378247303,1275272.7540223757,1266661.9662967946,1258627.490648532,1401757.7848983607,1372411.7266661255,1460845.5638898571,1355296.4595510506,1298438.0145785287,>50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,D,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,3000.0,2930.9155,2861.10986144675,2790.5755567354604,2719.3049796844502,2647.29044471488,2574.52418602204,17500.99835673783,17086.28627808464,16666.9764384271,16243.01782605187,15814.35886287396,16580.94739814368,16115.67680208416,15645.233922143841,31169.561212787423,30688.600487744872,30202.29291287149,29710.578998929428,29213.398594287122,28710.690877539262,33202.39435004284,38074.5418283709,21314.42713405672,20545.883996091678,27768.81890332207,26804.317306542645,25828.948825967207,24842.590836460102,23845.1193269806,22836.40888489473,21816.332680109084,20784.76244902493,19741.568478310204,18686.61958848764,17619.783117336716,16540.98653262348,15550.371540379598,14548.509946985589,17535.273929354775,16547.014209996898,15555.06136145051,14393.850800324386,16218.697773126894,30472.099168642006,29373.836007420825,34038.88696132479,42881.18110772253,41381.89445048749,39906.83178759814,60214.171042591355,70375.45382488253,68351.83797864412,74306.83136000794,71937.35722610378,79673.21090930939,84895.42519838842,86037.5333112037,100826.42432423221,84390.23007720785,84734.57690085084,85987.54936613704,123372.96789813982,123195.51969369622,135790.9218855854,145631.86382206852,132067.3293363686,152871.53208183605,151985.6544444515,166236.3812664171,192325.02312710372,229048.18601002768,239055.31910823085,241490.3551731774,246227.643532953,233040.43634227625,224645.50023281993,216442.9415152135,<50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#0.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,15350.0,15003.50562083333,29653.02020897371,28958.079020682988,28255.23203181347,42794.38926533374,51724.27938638635,65414.49150284397,81244.79740403075,79153.85756427395,77040.25871646809,74903.75486778155,72744.09734989914,70561.03478986816,68354.31308062589,66509.26005819922,64644.05634083508,61601.72733362804,59695.55838794125,59768.5700490016,60775.05451298046,58691.92551389064,56585.99907430238,43659.63839607094,41507.36452193667,39331.53513348606,37548.30729692026,35745.35140577912,33922.44886836577,44079.37866722645,37907.08210434176,35843.31687291995,43756.506232849184,51694.35758658654,48255.123240438756,45920.42590478059,46559.797019124046,44105.40292297071,41623.77449841898,74946.8346979595,107458.63268372699,103458.8243747452,114604.16007569595,109518.84485052044,140482.22762012202,146431.8534584791,145711.30670721142,141260.72830137203,157759.2196229151,207009.1219229498,230694.29242912488,239633.76881360964,251141.55276844522,266091.35015586944,288121.23150253115,279047.58846558497,305110.53593779076,325448.549302924,335178.85111955943,373794.5996497756,401732.90957522474,385781.6202441126,393903.12200796965,429474.2379258079,411741.17858704296,431871.2783633585,503622.51775626413,483333.60387518106,484683.38054766075,504681.27007065865,547704.8330270145,548956.49058961,514466.5842488725,462688.8212006572,>50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,9772.16666666667,9541.82314161111,9308.94176837767,9073.49458580107,8835.45332464923,8594.789404229101,8351.4739289551,8105.47768487968,7856.771136185791,7605.32442164057,7351.10735101007,12094.08940143438,11722.29138042959,11346.291706696473,10966.042828540809,20581.49665530068,19966.517884561603,19344.55907174644,18715.54091800155,17406.79322270781,16756.00450079281,16097.831444605941,15432.190186637352,14758.995905935382,14078.162817256669,13389.604160092947,12693.2321875727,12303.22851461531,11908.69555450441,10803.299604238031,10028.267654631869,9244.386040463509,8451.554439503632,7711.5394292006295,7288.7039629688825,6860.95773743818,13628.24369335583,13029.24410817477,12423.23487517283,11810.13392575728,11189.85823001496,10562.323785446191,9927.445605566783,9285.137708376296,14132.202701944481,13505.617021694545,12871.735650185461,12230.47360860916,11581.744927978601,10925.462637585877,20261.53875332585,19363.71203462593,18795.81708932075,18144.91566719427,16486.39831006448,15160.37503083143,38666.53652408932,37619.84813096093,40961.34736947731,41790.85079133521,40562.120382772,45319.522561230195,43916.80399920679,39901.3739221485,38543.239875097104,44670.22669579041,43113.166914075206,38079.9688112967,36597.8001747908,<50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,10000.0,9775.255,9547.8682348975,9317.8086520646,9085.0448338653,8849.544993364969,8611.27696998948,33370.20822513322,32556.727504382245,31734.104408801068,30902.236098286616,30103.2685748467,29210.81216596781,28350.58465443638,27480.68891394677,26601.0161836022,25711.45647788947,24811.89857287722,23902.22999225819,22982.33699323454,22052.10455224343,21111.416350521227,20160.1547595064,19198.20082607579,18225.43425761556,17241.733406923388,16246.97525694038,15241.03540531033,14223.78804876553,13195.105967335669,12154.86050837886,11102.92157043266,10039.15758688265,8963.435509446808,7875.6207914736215,15475.577371051548,14163.389613791851,13178.8043852534,12183.46072621478,11177.241049294178,10160.02648156903,9131.69685051806,8092.130669809609,7040.776922680179,21223.38313863752,20675.05041532861,20120.80404947071,19560.580247656668,18994.314528135263,18421.94171338211,17843.395922589938,17258.61056407844,16667.518327621598,16070.051176692632,19466.14034062466,20165.226306687502,17614.81181829167,17049.18453001721,16477.40875341626,15899.41757025488,15263.20333303858,7013.94547825462,6564.16364425072,6109.424997016222,5649.67477226142,5184.85759908382,4714.9174932313,14239.797850289799,38532.0614387951,72447.7588995072,68559.6871760019,71632.9574190044,69858.62410913668,67462.0092567071,65466.841116943106,>50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,0.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2932.805,2864.80757970833,2795.99815688935,2726.36703487954,2655.9044012210597,2584.60032627897,2512.44476184195,10439.42753970628,15559.46837024298,38180.862169697684,37274.015653462884,36356.93761563718,42029.51243540828,40943.0031833158,39844.1801834158,42732.9036731994,51518.072301502114,50063.1945137544,51466.83512558419,49913.069078982895,51591.73382806041,49927.969217105005,48245.44579307391,<50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28375.0,35813.1547916667,23167.79275986113,22613.953241193543,22053.725191907222,21487.03485057216,27538.80760333905,26807.48359907915,61067.83104605146,74521.35662916512,100614.65536230693,133509.75137830054,138160.4194762186,147593.07266835144,146094.89862544727,185497.4874560134,168465.21465147048,185417.45313051948,179661.77434738277,173841.2403568926,214779.1164338825,207338.32394177347,234131.92570148502,226301.80440345878,215087.8537015866,>50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800.0,9575.925,13349.424388125,3909.92,3818.790568,3726.5994781172,3633.3343620373,3538.982707355,3443.5318558957,3346.9690020169,3249.2811908899,3150.4553167639,3050.4781212048997,2949.3361913178996,<50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11625.0,11362.005,11096.011857,20626.986392169798,29130.8190370405,28427.454217187802,27716.09708007388,26996.65668143578,26269.041040710683,25533.15712921098,24788.91085816428,24036.207066616567,23274.94950919737,22505.04084374501,21726.3826187903,20938.8752608975,20142.4180618606,19336.9091657526,18522.2455558289,17698.3230412749,16865.036243813,16022.278584149899,15169.942268259998,>50k,0.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#O#0.0PUB#OWN#<50k,,,,,,,,,,,3000.0,2931.33,2861.920653,5191.7639986973,6866.121991083271,6698.4658357706,6528.963245297871,6357.593870386931,6184.33713733491,6009.172245537339,8832.07816498387,8583.94913372643,19333.127016766113,23829.94146963338,23209.369338692115,40381.836961540386,65338.20181830221,63687.503836653894,72268.86200472484,85349.78942805936,91968.00860620837,89569.64263804702,96921.54285812234,97953.4351026899,97211.19454764923,89515.97659854236,86775.3090339157,102636.52633652638,106413.33386685018,103067.54330240599,102684.53355752394,99195.94484283651,94960.34687658485,90489.6370544602,86813.92084388842,83097.3173867526,84339.53289433444,80525.87806171394,78823.7251617206,75034.70228264327,67571.82871336027,63922.34017445946,79215.71609957765,73156.41029455887,83959.851767422,102117.71396905693,93397.17277882941,91745.65992707622,96688.41555171972,92074.01751906758,96330.16027070904,91588.32525356825,94922.72060049807,106774.95425709312,102351.96311660713,100954.93211863832,98902.75793749993,94941.67002022495,97747.35624086914,104657.00312983939,101164.84255915381,111927.07319822843,121709.31982755642,122013.43819230908,116866.93966411862,132121.39184214483,139372.63195670914,134301.6985298739,164048.98626029538,196772.51481524232,210632.23113226055,225385.22913088946,223545.71735226476,247666.86638707088,239307.15249516844,277342.1067111341,283548.94103846437,318007.56467227347,348227.0989944569,354938.5348242622,361577.74391084746,407213.2109912645,421477.3615438963,436321.74839894596,415824.41015456745,391632.3727716599,<50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,O,36M
0.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#O#0.0PUB#OWN#>50k,,,,,,,25000.0,24435.0483333333,23863.6232621527,35285.650612031604,34429.03535862779,33562.6500587787,32686.3832759621,31800.122302559197,37203.753145355906,36153.5130108772,35091.3562592433,34017.14764936205,32930.750404980696,51832.02619725686,50915.40684248133,49988.87831040834,58946.63856172345,57812.978725850095,56667.12616761885,55508.94961280177,64838.31637226379,87918.41820169613,84796.9493653872,107417.99042289972,100077.74526551313,122206.24271309322,118736.58480865776,130984.22929917587,141791.83196102857,151527.40713317748,147033.3556328114,142489.22547657712,138163.31599549067,133789.32208606906,130019.65895436422,134108.06734651932,143390.45106251744,137918.59144233214,141854.1167073095,136541.30368299544,131547.27448658962,126513.48622986974,126923.2692826932,121650.22771492608,116318.12209721278,115726.2899420276,110890.59138642093,104549.91712286645,98863.57592757631,94513.53203139306,88519.77583320295,151221.7520086621,144262.10587130467,180447.69219262982,192452.06595792813,223680.9517200793,257168.3746216651,271448.160958278,287132.30062425736,326806.933647318,376633.3583658343,364957.82817021606,353110.2262917123,348894.1113188744,365496.92837951664,360252.07632857864,364065.6631218403,368732.82103675307,401631.41747672274,425382.8780967128,445756.1395110827,419719.07578746625,407797.26431889634,481943.88328904833,477138.42273233685,497201.32103218074,573759.9569834749,697764.1948974357,699039.7494278755,771063.8923216896,785251.893480536,786359.2273685596,845985.7140622744,916289.0049315097,889627.4237527318,965886.1495241402,970579.7926888578,1003440.8904626713,953392.5622412649,906578.7904432159,>50k,0.0DEQ,<2 years,OWN,0ENQ,12.5<x<14.5,0.0PUB,O,36M
